Included in VUE,Tag model,Serial No. ,ID Code,Detecciones,VUE Tag ID,Tag life (days),Species,Length,Zone,Capture Lat,Latitude,Longitude,Capture Long,Location name,Capture date,Recapture date,Hour ini,Hour end,Release Lat,Release Long,Fishing type,External tag colour,External tag ID,Observation,PROBLEMS
Si,V13AP,1352873,11554,,A69-9006-11554,131,Epinephelus marginatus,101,Medes,"4,204,982",,,"322,400",Salpatxot,20210728,,12:50,13:06,"4,204,982","322,400",immersió,,,No s'observa coloració L6,
Si,V13AP,1352873,11555,,A69-9006-11555,131,Epinephelus marginatus,101,Medes,"4,204,982",,,"322,400",Salpatxot,20210728,,12:50,13:06,"4,204,982","322,400",immersió,,,,
Si,V13AP,1352874,11556,,A69-9006-11556,131,Epinephelus marginatus,98,Medes,"4,204,110",,,"322,686",tasco Petit,20210726,,18:16,18:29,"4,204,110","322,686",immersió,,,S'observa L6 i cortejant,
Si,V13AP,1352874,11557,,A69-9006-11557,131,Epinephelus marginatus,98,Medes,"4,204,110",,,"322,686",tasco Petit,20210726,,18:16,18:29,"4,204,110","322,686",immersió,,,,
Si,V13AP,1352875,11558,,A69-9006-11558,131,Epinephelus marginatus,81,Medes,"4,204,220",,,"322,541",Ferranelles,20210726,,14:25,14:38,"4,204,220","322,541",Immersió,,,No s'observa coloració L6,
Si,V13AP,1352875,11559,,A69-9006-11559,131,Epinephelus marginatus,81,Medes,"4,204,220",,,"322,541",Ferranelles,20210726,,14:25,14:38,"4,204,220","322,541",Immersió,,,,
Si,V13AP,1352876,11560,,A69-9006-11560,131,Epinephelus marginatus,94,Medes,"4,204,220",,,"322,541",Ferranelles,20210726,,13:45,13:58,"4,204,220","322,541",Immersió,,,No s'observa coloració L6,
Si,V13AP,1352876,11561,,A69-9006-11561,131,Epinephelus marginatus,94,Medes,"4,204,220",,,"322,541",Ferranelles,20210726,,13:45,13:58,"4,204,220","322,541",Immersió,,,,
,V13P,1353429,11422,,A69-9006-11422,439,,,,,,,,,,,,,,,,,,,
,V13P,1353430,11423,,A69-9006-11423,439,Sparus aurata,38,Banyuls,"4,247,391",,,"315,652",Les tinyes,20201206,20210523,12:20,12:35,"4,247,391","315,652",canya,tattoo bleu,,recaptured 20210523,
,V13P,1353431,11424,,A69-9006-11424,439,,,,,,,,,,,,,,,,,,,
,V13P,1353432,11425,,A69-9006-11425,439,,,,,,,,,,,,,,,,,,,
,V13P,1353433,11426,,A69-9006-11426,439,Sparus aurata,32,Banyuls,"4,254,583",,,"316,666",Elmes,20210623,,01:25,01:30,"4,254,583","316,666",palangre,tattoo bleu,,,
,V13P,1353434,11427,,A69-9006-11427,439,Spondyliosoma cantharus ,35,Banyuls,"4,247,391",,,"315,653",Les tinyes,20201206,,12:36,12:50,"4,247,391","315,653",canya,tattoo bleu,,,
,V13P,1353435,11428,,A69-9006-11428,439,Sparus aurata,47,Banyuls,"4,248,050",,,"314,266",Le troc,20201115,,09:40,10:00,"4,248,050","314,266",canya,nada,,,
,V13P,1353436,11429,,A69-9006-11429,439,Sparus aurata,,Banyuls,"4,247,391",,,"315,652",Les tinyes,20200930,,15:00,15:20,"4,247,391","315,652",canya,nada,,,
,V13P,1353441,11434,,A69-9006-11434,439,Dicentrarchus labrax,71,Banyuls,4229160,42.29160,3.07440,307440,Paulille,20210507,,00:22,00:30,"4,229,160","307,440",Palangre,tattoo bleu,,,
,V13P,1353438,11431,,A69-9006-11431,439,,,,,,,,,,,,,,,,,,,
,V13P,1353442,11435,,A69-9006-11435,439,Dicentrarchus labrax,74,Banyuls,4229100,42.29100,3.07590,307590,Paulille,20210507,,00:30,00:40,"4,229,100","307,590",Palangre ,tattoo bleu,,Recaptured. Tag reused,Add recapture date.
,V13P,1353440,11433,,A69-9006-11433,439,,,,,,,,,,,,,,,,,,,"This tag seems to be used (61 detections in the database, in station B9 (old B12)"
,V13P,1353437,11430,,A69-9006-11430,439,Dicentrarchus labrax,63,Banyuls,4254611,42.54611,3.13639,313639,Elmes,20210623,,01:32,01:40,"4,254,611","313,639",palangre ,tattoo bleu,,,
,V13P,1353439,11432,,A69-9006-11432,439,Dicentrarchus labrax,67,Banyuls,4254583,42.54583,3.16666,316666,Elmes,20210623,,00:55,00:08,"4,254,583","316,666",palangre,tattoo bleu,,,
,V13P,1353442,11435,,A69-9006-11435,439,Sparus aurata,40,Banyuls,"4,248,540",,,"313,331",Plage Banyuls,20210701,,06:20,06:40,"4,248,923","313,212",palangre,tattoo bleu,,Reused tag,
,V13P,1353443,11436,,A69-9006-11436,439,,,,,,,,,,,,,,,,,,,
,V13P,1353444,11437,,A69-9006-11437,439,,,,,,,,,,,,,,,,,,,
,V13P,1353445,11438,,A69-9006-11438,439,,,,,,,,,,,,,,,,,,,
,V13P,1353446,11439,,A69-9006-11439,439,,,,,,,,,,,,,,,,,,,
,V13P,1353447,11440,,A69-9006-11440,439,,,,,,,,,,,,,,,,,,,
,V13P,1353448,11441,,A69-9006-11441,439,,,,,,,,,,,,,,,,,,,
,V13P,1353449,11442,,A69-9006-11442,439,,,,,,,,,,,,,,,,,,,
,V13P,1353450,11443,,A69-9006-11443,439,,,,,,,,,,,,,,,,,,,
,V13P,1353451,11444,,A69-9006-11444,439,,,,,,,,,,,,,,,,,,,
,V13P,1353452,11445,,A69-9006-11445,439,,,,,,,,,,,,,,,,,,,"This tag seems to be used (53 detections in the database, station B10(old B21)"
,V13P,1353453,11446,,A69-9006-11446,439,Sparus aurata,40,Banyuls,"4,248,378",,,"313,279",Plage Banyuls,20210701,,05:30,05:50,"4,248,465","313,299",palangre,tatto bleu,,,
,V13P,1353454,11447,,A69-9006-11447,439,,,,,,,,,,,,,,,,,,,
,V13P,1353455,11448,,A69-9006-11448,439,,,,,,,,,,,,,,,,,,,
,V13P,1353456,11449,,A69-9006-11449,439,Seriola dumerili,60,Banyuls,"4,248,707",,,"313,140",Plage Banyuls,20210806,,07:30,08:35,"4,248,707","313,140",palangre,tattoo bleu,,,
,V13P,1353457,11450,,A69-9006-11450,439,Sparus aurata,34,Banyuls,"4,248,540",,,"313,331",Plage Banyuls,20210701,,06:20,06:40,"4,248,709","313,016",palangre,tattoo bleu,,,
,V13P,1353458,11451,,A69-9006-11451,439,Sparus aurata,34,Banyuls,"4,248,521",,,"313,560",Plage Banyuls,20210701,,05:40,05:50,"4,248,465","313,299",palangre,tattoo bleu,,,
